Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Domaine Santa Duc Les Hautes Garrigues Gigondas 2015,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,74.99
Domaine Santa Duc Le Pied de Baud Chateauneuf-du-Pape 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,104.99
Domaine Sarrazin Maranges 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,38.99
Domaine Sarrazin Maranges 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,44.99
Domaine Saumaize-Michelin Pouilly-Fuisse Pentacrine 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,48.99
Domaine Serene Evenstad Reserve Chardonnay 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,64.99
Domaine Serene Grand Cheval 2017,Other Red Blends,US,Red Wine,high,high,14.6,0.0,0,99.0
Domaine Serene Evenstad Reserve Pinot Noir (1.5 Liter Magnum) 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,169.99
Domaine Serene Yamhill Cuvee Pinot Noir 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,51.99
Domaine Ste. Michelle Brut,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.0,160,15.99
Domaine Ste. Michelle Extra Dry,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.8,29,13.99
Domaine Sylvie Esmonin Gevrey-Chambertin Clos Saint-Jacques Premier Cru 2011,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,249.97
Domaine Tatsis Xiropotamos Xinomavro Blanc de Noir 2019,"""Other White Wine",US,White Wine,medium,medium,,0.0,0,22.99
Domaine Tatsis Old Roots Xinomavro 2017,"""Xinomavro",US,Red Wine,medium,medium,,0.0,0,44.99
Domaine Tatsis Young Vines 2017,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,21.99
Domaine Tatsis Xinomavro Goumenissa 2007,Xinomavro,US,Red Wine,medium,medium,13.5,0.0,0,39.99
Domaine Tatsis Roditis 2015,"""Other White Wine",US,White Wine,medium,medium,,0.0,0,37.99
Domaine Taupenot-Merme Morey Saint Denis La Riotte Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,179.99
Domaine Taupenot-Merme Mazoyeres-Chambertin Grand Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,429.99
Domaine Taupenot-Merme Mazoyeres Chambertin Grand Cru 2005,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,239.97
Domaine Taupenot-Merme Nuits-Saint-Georges Les Pruliers Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,199.99
Domaine Taupenot-Merme Chambolle-Musigny Combe d'Orveau Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,199.99
Domaine Taupenot-Merme Saint Romain 2018,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,49.99
Domaine Taupenot-Merme Corton-Rognet Grand Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,269.99
Domaine Taupenot-Merme Gevrey-Chambertin Bel Air Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,179.99
Domaine Taupenot-Merme Charmes-Chambertin Grand Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,349.99
Domaine Tawse Gevrey-Chambertin Champeaux Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.99
Domaine Tawse Gevrey-Chambertin Lavaux St Jacques Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,159.99
Domaine Tawse Savigny-les-Beaune Les Lavieres Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,63.99
Domaine Tawse Mazoyeres-Chambertin Grand Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,249.99
Domaine Thibault Liger-Belair Aloxe-Corton La Toppe Au Vert Premier Cru 2015,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Thibault Liger-Belair Nuits-Saint-Georges La Charmotte 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.99
Domaine Thibault Liger-Belair Chambolle-Musigny 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,249.99
Domaine Thibault Liger-Belair Clos Vougeot 2010,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,309.97
Domaine Thibault Liger-Belair Clos Vougeot 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,339.99
Domaine Thierry Tissot Bugey Rose Extra Dry 2018,Sparkling Rosé,France,Sparkling & Champagne,medium,medium,12.5,0.0,0,25.99
Domaine Thierry Tissot Bugey Rose,Sparkling Rosé,France,Sparkling & Champagne,medium,medium,12.5,0.0,0,25.99
Domaine Thomas St-Veran 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,28.99
Domaine Tollot-Beaut Savigny-Lavieres Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,75.99
Domaine Tollot-Beaut Corton Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,189.99
Domaine Tollot-Beaut Beaune Clos du Roi Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Domaine Tollot-Beaut Chorey-Les-Beaune 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,59.99
Domaine Tollot-Beaut Aloxe-Corton 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Domaine Tollot-Beaut  Aloxe Corton Les Vercots Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,124.99
Domaine Trapet Chambertin Grand Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,699.99
Domaine Trapet Gevrey-Chambertin 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,114.99
Domaine Trapet Latricieres-Chambertin Grand Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.99
Domaine Trapet Chapelle-Chambertin Grand Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.99
Domaine Trapet Gevrey-Chambertin Clos Prieur Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,189.99
Domaine Trapet Gevrey-Chambertin Petite Chapelle Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,189.99
Domaine Trapet Gevrey-Chambertin Premier Cru Cuvee Capita 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,199.99
Domaine Trotereau Quincy 2020,"""Sauvignon Blanc",France,White Wine,medium,medium,,0.0,0,29.99
Domaine Tselepos Santorini Assyrtiko 2020,"""Assyrtiko",US,White Wine,medium,medium,,0.0,0,46.99
Domaine Vacheron Rose 2020,Rosé,France,Red Wine,medium,medium,0.0,0.0,0,42.99
Domaine Vacheron Les Marnes Sancerre Rouge 2010,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.99
Domaine Vacheron Sancerre Le Pave 2018,"""Sauvignon Blanc",US,White Wine,high,medium,,0.0,0,139.99
Domaine Vallot Cotes Du Rhone 2020,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,22.99
Domaine Vallot Cotes Du Rhone 2021,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,23.99
Domaine Vessigaud Macon-Fuisse Le Haut de Fuisse 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,25.99
Domaine Vessigaud Pouilly-Fuisse Vers Agnieres 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,45.99
Domaine Vessigaud Macon-Fuisse Le Haut de Fuisse 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,25.99
Domaine Vessigaud Pouilly-Fuisse Vieilles Vignes 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,39.99
Domaine Vico Vin de Corse Blanc 2019,"""Vermentino",US,White Wine,medium,medium,,4.0,8,22.99
Domaine Vico Vin de Corse Rouge 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,22.99
Domaine Vigneau Chevreau Vouvray Sec Clos de Rougemont 2021,"""Chenin Blanc",US,White Wine,medium,medium,,0.0,0,25.99
Domaine Vigneau Chevreau Vouvray Selection 2021,"""Chenin Blanc",US,White Wine,low,medium,,0.0,0,19.99
Domaine Vincent & Sophie Morey Chassagne-Montrachet Vieilles Vignes 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,69.99
Domaine Vincent Careme Vouvray Sec 2019,"""Chenin Blanc",US,White Wine,medium,medium,,0.0,0,29.99
Domaine Vincent Careme Vouvray Le Clos 2019,"""Chenin Blanc",US,White Wine,medium,medium,,0.0,0,39.99
Domaine Vincent Careme Vouvray Spring 2019,"""Chenin Blanc",US,White Wine,low,medium,,3.7,63,19.99
Domaine Vincent Dampt Petit Chablis 2021,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,24.99
Domaine Vincent Dampt Chablis Cote de Lechet Premier Cru 2021,"""Chardonnay",US,White Wine,high,medium,,0.0,0,54.99
Domaine Vincent Dampt Chablis Vaillons Premier Cru 2021,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,39.99
Domaine Vincent Dampt Chablis 2021,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,27.99
Domaine Weinbach Schlossberg Grand Cru Riesling 2019,"""Riesling",US,White Wine,high,medium,,0.0,0,93.99
Domaine Weinbach Altenbourg Gewurztraminer 2019,"""Gewurztraminer",US,White Wine,high,medium,,0.0,0,69.99
Domaine Weinbach Cuvee Laurence Gewurztraminer 2019,"""Gewurztraminer",US,White Wine,high,medium,,0.0,0,61.99
Domaine Weinbach Cuvee Theo Riesling 2019,"""Riesling",US,White Wine,medium,medium,,0.0,0,47.99
Domaine Weinbach Pinot Blanc 2019,"""Pinot Blanc",US,White Wine,medium,medium,,3.8,11,28.99
Domaine Zafeirakis Limniona Rose 2021,Rosé,US,Red Wine,low,medium,13.0,0.0,0,19.99
Domaine Zafeirakis Chardonnay 2020,Chardonnay,US,White Wine,medium,medium,0.0,0.0,0,20.99
Domaine Zafeirakis Malagousia 2021,Other White Wine,US,White Wine,medium,medium,0.0,0.0,0,24.99
Domaines Barons de Rothschild Les Legendes Bordeaux Rouge 2019,"""Bordeaux Red Blends",France,Red Wine,low,medium,,0.0,0,19.99
Domaines Barons de Rothschild Les Legendes Bordeaux Rouge 2018,"""Bordeaux Red Blends",France,Red Wine,low,medium,,3.5,13,17.99
Domaines Barons de Rothschild Les Legendes Medoc 2019,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,26.99
Domaines Barons de Rothschild Legende Saint Emilion 2018,"""Merlot",US,Red Wine,medium,medium,,0.0,0,45.99
Domaines Barons de Rothschild Les Legendes Pauillac 2018,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,53.99
Domaines Bunan Bandol Mas de la Rouviere Rose 2021,"""Rosé",US,Red Wine,medium,medium,,4.8,25,24.99
Domaines Bunan Le Petit Rouviere 2021,"""Rosé",US,Red Wine,low,medium,,4.6,30,13.99
Domaines Ott Chateau Romassan Bandol Rouge 2017,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,99.99
Domaines Ott Chateau Romassan Bandol Rose (375ML half-bottle) 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,39.99
Domaines Ott Chateau Romassan Bandol Rose (1.5 Liter Magnum) 2021,"""Rosé",US,Red Wine,high,medium,,0.0,0,149.97
Domaines Ott Clos Mireille Cotes de Provence Rose 2021,"""Rosé",US,Red Wine,high,medium,,0.0,0,63.99
Domaines Ott BY.OTT Rose 2021,"""Rosé",US,Red Wine,medium,medium,,4.4,10,27.99
Domaines Ott Chateau de Selle Cotes de Provence Rose (375ML half-bottle) 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,39.99
Domaines Ott Etoile Provence Rose 2021,"""Rosé",US,Red Wine,high,medium,,0.0,0,175.99
Domaines Ott Chateau Romassan Bandol Rose 2021,"""Rosé",US,Red Wine,high,medium,,0.0,0,67.99
Domaines Ott Clos Mireille Grand Cru Blanc de Blancs 2020,"""Other White Blends",US,White Wine,high,medium,,0.0,0,72.99
Domaines Schlumberger Les Princes Abbes Pinot Blanc 2019,"""Pinot Blanc",US,White Wine,low,medium,,4.0,30,16.99
Domaines Schlumberger Les Princes Abbes Riesling 2019,"""Riesling",US,White Wine,medium,medium,,0.0,0,29.99
Domaines Schlumberger Les Princes Abbes Pinot Gris 2019,"""Pinot Gris/Grigio",US,White Wine,medium,medium,,0.0,0,23.99
Domaines Schlumberger Les Princes Abbes Gewurztraminer 2019,"""Gewurztraminer",US,White Wine,medium,medium,,0.0,0,31.99
Domane Wachau Federspiel Terrassen Gruner Veltliner 2021,"""Gruner Veltliner",US,White Wine,low,medium,,4.2,8,16.99
Domane Wachau Federspiel Bruck Riesling 2020,"""Riesling",US,White Wine,medium,medium,,0.0,0,35.99
Domane Wachau Federspiel Terrassen Riesling 2020,"""Riesling",US,White Wine,medium,medium,,0.0,0,24.99
Domenico Clerico Trevigne Barbera d'Alba 2019,"""Barbera",US,Red Wine,medium,medium,,0.0,0,32.99
Domenico Clerico Langhe Dolcetto Visadi 2020,"""Dolcetto",Italy,Red Wine,medium,medium,,0.0,0,23.99
Domenico Clerico Barolo Aeroplanservaj 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,189.99
Domenico Clerico Barolo Ciabot Mentin Ginestra 1996,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,179.97
Domenico Clerico Barolo Ciabot Mentin Ginestra 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,125.99
Dominio de Atauta Parada de Atauta 2018,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,33.99
Dominio de Atauta 2018,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,44.99
Dominio de Eguren Protocolo Tinto Organic 2019,Tempranillo,Spain,Red Wine,low,medium,0.0,3.8,11,11.99
Dominio de Eguren Protocolo Blanco 2021,"""Other White Blends",US,White Wine,low,medium,,0.0,0,11.99
Dominio de Eguren Protocolo Rose 2021,"""Rosé",US,Red Wine,low,medium,,0.0,0,8.99
Dominio de Eguren Protocolo Rose Organic 2021,"""Rosé",US,Red Wine,low,medium,,0.0,0,12.99
Dominio de Eguren Codice 2020,Tempranillo,Spain,Red Wine,low,medium,13.5,0.0,0,13.99
Dominio de Eguren Protocolo Tinto 2020,Tempranillo,Spain,Red Wine,low,medium,0.0,0.0,0,11.99
Dominio de Eguren Codice 2019,Tempranillo,Spain,Red Wine,low,high,14.0,0.0,0,11.99
Dominio de Eguren Protocolo Blanco Organic 2021,"""Other White Blends",US,White Wine,low,medium,,0.0,0,12.99
Dominio de Pingus 2019,0,US,Red Wine,low,medium,,750.0,0,1.0
Dominio de Pingus 2017,0,US,Red Wine,low,medium,,750.0,0,1.0
Dominio de Pingus 2012,0,US,Red Wine,low,medium,,750.0,0,1.0
Dominio del Aguila Picaro Tinto Vinas Viejas 2016,"""Tempranillo",Spain,Red Wine,medium,medium,,3.8,39,34.99
Dominio del Aguila Albillo Vinas Viejas 2016,"""Other White Wine",Spain,White Wine,high,medium,,0.0,0,79.98
Dominio del Aguila Albillo Vinas Viejas 2017,"""Other White Wine",Spain,White Wine,high,medium,,0.0,0,74.99
Dominio del Aguila Picaro Clarete 2020,"""Rosé",Spain,Red Wine,medium,medium,,0.0,0,41.99
Dominio del Aguila Albillo Vinas Viejas 2018,"""Other White Wine",Spain,White Wine,high,medium,,0.0,0,109.99
Dominio del Aguila Reserva 2018,"""Tempranillo",Spain,Red Wine,high,medium,,0.0,0,95.99
Dominio do Bibei Ribeira Sacra Lalama 2018,"""Mencia",US,Red Wine,medium,medium,,0.0,0,31.99
Dominique Cornin Pouilly-Fuisse 2018,"""Chardonnay",US,White Wine,medium,medium,,4.2,6,44.99
Dominique Cornin Macon-Chaintre Les Serreudieres 2018,"""Chardonnay",US,White Wine,medium,medium,,4.0,5,31.99
Dominique Cornin Pouilly-Fuisse Les Chevrieres 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,56.99
Dominique Cornin Bourgogne Blanc 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,29.99
Dominique Cornin Bourgogne Blanc 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,31.99
Dominique Gallois Bourgogne Pinot Noir 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,51.99
Dominique Gallois Gevrey-Chambertin En Justice 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,84.99
Dominique Gallois Gevrey-Chambertin Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Dominique Gallois Gevrey-Chambertin 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Dominique Gallois Gevrey-Chambertin La Combe Aux Moines Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,179.99
Dominique Piron Morgon La Chanaise 2018,"""Gamay",US,Red Wine,medium,medium,,3.6,7,24.99
Dominique Piron Beaujolais-Villages 2019,"""Gamay",US,Red Wine,medium,medium,,3.8,10,21.99
Dominique Piron Morgon Cote du Py 2019,"""Gamay",US,Red Wine,medium,medium,,3.7,6,35.99
Dominique Piron Chenas Quartz 2016,"""Gamay",US,Red Wine,medium,medium,,0.0,0,24.99
Dominus Estate (1.5 Liter Magnum) 2019,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,699.97
Dominus Estate 2010,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.6,10,399.99
Dominus Estate (3 Liter Bottle) 2019,0,US,Red Wine,low,medium,,3000.0,0,1.0
Dominus Estate (1.5 Liter Magnum) 2009,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,649.97
Dominus Napanook Vineyard 2019,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,89.99
Dominus Estate (3 Liter Bottle) 2015,0,US,Red Wine,low,medium,,3000.0,0,1.0
Dominus Estate 2019,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.7,11,330.99
Dominus Estate (6 Liter Bottle) 2019,0,US,Red Wine,low,medium,,6000.0,0,3.0
Dominus Estate (1.5 Liter Magnum - bin soiled label) 1994,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,879.97
Dominus Estate 2013,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.6,44,750.97
Dominus Estate 2018,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.3,44,419.99
Dominus Estate (1.5 Liter Magnum) 2012,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,549.97
Domitia Picpoul de Pinet 2020,"""Picpoul",US,White Wine,low,medium,,3.8,23,17.99
Don Melchor Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.3,9,150.99
Don Miguel Gascon Malbec 2021,"""Malbec",US,Red Wine,low,medium,,0.0,0,12.99
Don Miguel Gascon Malbec Riserva 2019,"""Malbec",US,Red Wine,medium,medium,,0.0,0,25.99
Don Rodolfo Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,low,medium,,4.1,17,12.99
Dona Maria Amantis Reserva Tinto 2016,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,27.99
Dona Maria Grande Reserva Tinto 2016,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,49.99
Donatella Cinelli Colombini Brunello di Montalcino Riserva 2015,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,129.99
Donatella Cinelli Colombini Rosso di Montalcino 2019,"""Sangiovese",US,Red Wine,medium,medium,,0.0,0,30.99
Donatella Cinelli Colombini Brunello di Montalcino Prime Donne 2016,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,119.99
Donatella Cinelli Colombini Brunello di Montalcino 2017,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,73.99
Donati Family Vineyards Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,0.0,0,23.99
Donati Family Vineyards Sisters Forever Un-Oaked Chardonnay 2021,"""Chardonnay",US,White Wine,low,medium,,0.0,0,18.99
Donati Family Vineyards Claret 2018,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,22.99
Donelli Lambrusco Grasparossa di Castelvetro Amabile,"""Red Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.9,59,14.99
Doniene Gorrondona Beltza Bizkaiko Txakolina 2019,"""Other Red Wine",US,Red Wine,medium,medium,,0.0,0,32.99
Doniene Gorrondona Txakolina 2021,"""Other White Blends",US,White Wine,medium,medium,,0.0,0,23.99
Donini Pinot Grigio 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,7.99
Donini Montepulciano d'Abruzzo 2020,"""Montepulciano",US,Red Wine,low,medium,,3.8,11,7.99
Donna Laura Bramosia Chianti Classico 2019,"""Sangiovese",US,Red Wine,medium,medium,,0.0,0,22.99
Donna Laura Alteo Chianti Riserva 2019,"""Sangiovese",US,Red Wine,low,medium,,0.0,0,18.99
Donna Laura Ali 2020,"""Tuscan Blends",Italy,Red Wine,low,medium,,0.0,0,15.99
Donna Olimpia 1898 Tageto 2019,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,26.99
Donnachiara Irpinia Aglianico 2018,"""Aglianico",US,Red Wine,medium,medium,,3.8,10,21.99
Donnachiara Greco di Tufo 2020,"""Greco",US,White Wine,medium,medium,,3.6,5,20.99
Donnafugata Ben Rye (375ML half-bottle) 2019,"""Other Dessert",Italy,Red Wine,medium,medium,,0.0,0,47.99
Donnafugata Sherazade 2020,"""Nero d'Avola",Italy,Red Wine,medium,medium,,0.0,0,22.99
Donnafugata Anthilia 2021,Other White Blends,Italy,White Wine,medium,medium,12.52,4.8,25,21.99
Donnafugata Mille e una Notte 2017,"""Nero d'Avola",Italy,Red Wine,high,medium,,4.8,32,84.99
Donnafugata Lighea Dry Muscat 2021,"""Muscat",Italy,White Wine,medium,medium,,4.7,24,22.99
Donnafugata Sedara 2019,"""Nero d'Avola",Italy,Red Wine,low,medium,,4.6,30,19.99
Donnafugata Floramundi Cerasuolo di Vittoria 2019,"""Other Red Blends",Italy,Red Wine,medium,medium,,4.7,30,29.99
Donnafugata Sul Vulcano Etna Rosso 2018,"""Nerello Mascalese",Italy,Red Wine,medium,medium,,4.8,27,44.99
Donnhoff Oberhauser Brucke Riesling Auslese Goldkapsel (375ML half-bottle) 2020,"""Riesling",US,White Wine,high,medium,,0.0,0,53.99
Donnhoff Kreuznacher Krotenpfuhl Riesling Kabinett 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,29.99
Donnhoff Nahe Grauburgunder Trocken 2021,"""Pinot Gris/Grigio",US,White Wine,medium,medium,,0.0,0,32.99
Donnhoff Hollenpfad im Muhlenberg Riesling Trocken Grosses Gewachs 2020,"""Riesling",US,White Wine,high,medium,,0.0,0,91.99
Donnhoff Oberhauser Leistenberg Riesling Kabinett 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,29.99
Donnhoff Krotenpfuhl Riesling Grosses Gewachs 2020,"""Riesling",US,White Wine,high,medium,,0.0,0,68.99
Donnhoff Nahe Weissburgunder Trocken 2021,"""Pinot Blanc",US,White Wine,medium,medium,,0.0,0,29.99
Donnhoff Tonschiefer Riesling Dry Slate 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,32.99
Donnhoff Niederhauser Klamm Riesling Kabinett 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,29.99
Donnhoff Felsenberg Riesling Trocken Grosses Gewachs 2020,"""Riesling",US,White Wine,high,medium,,0.0,0,79.99
Donnhoff Roxheimer Hollenpfad Riesling Trocken 2020,"""Riesling",US,White Wine,high,medium,,0.0,0,53.99
Donnhoff Nahe Estate Riesling Feinherb 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,24.99
Donnhoff Kreuznacher Kahlenberg Riesling Trocken 2020,"""Riesling",US,White Wine,medium,medium,,0.0,0,39.99
Dopff & Irion Cuvee Rene Riesling 2019,"""Riesling",US,White Wine,medium,medium,,0.0,0,22.99
Dopff & Irion Cremant Rose Brut,"""Sparkling Rosé",US,Sparkling & Champagne,medium,medium,,4.0,144,23.99
Dopff & Irion Crustaces 2019,"""Other White Blends",US,White Wine,low,medium,,4.0,6,17.99
Dos Minas Malbec 2021,"""Malbec",US,Red Wine,low,medium,,0.0,0,14.99
Dos Minas Tannat 2020,"""Tannat",US,Red Wine,low,medium,,0.0,0,18.99
Dos Minas Torrontes 2021,"""Torrontes",US,White Wine,low,medium,,0.0,0,14.99
Double Canyon Horse Heaven Hills Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,3.9,309,25.99
Double Canyon Horse Heaven Hills Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,3.9,7,25.99
Double Diamond by Schrader Oakville Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,79.99
Double Eagle Red 2018,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,88.99
